,Date,Visitor,Visitor G,Home,Home G,Visitor Open,Visitor Best,Home Open,Home Best
9,2023-03-04,Nashville Predators,3,Chicago Blackhawks,1,-215,-225,+185,+205
10,2023-03-04,Minnesota Wild,3,Calgary Flames,0,+125,+136,-145,-155
11,2023-03-04,St. Louis Blues,2,Los Angeles Kings,4,+180,+175,-210,-200
0,2023-03-05,Tampa Bay Lightning,0,Carolina Hurricanes,6,+130,+152,-150,-170
1,2023-03-05,Montréal Canadiens,3,Vegas Golden Knights,4,+255,+228,-305,-265
2,2023-03-05,Detroit Red Wings,1,Philadelphia Flyers,3,-110,+110,-110,-122
3,2023-03-05,New Jersey Devils,5,Arizona Coyotes,4,-315,-355,+260,+290
4,2023-03-05,Seattle Kraken,3,Colorado Avalanche,2,+135,+150,-155,-162
0,2023-03-06,Edmonton Oilers,3,Buffalo Sabres,2,-149,-159,+127,+142
1,2023-03-06,San Jose Sharks,3,Winnipeg Jets,2,+180,+175,-225,-196
2,2023-03-06,Calgary Flames,5,Dallas Stars,4,+111,+120,-132,-130
3,2023-03-06,Ottawa Senators,0,Chicago Blackhawks,5,-257,-245,+212,+245
4,2023-03-06,Washington Capitals,2,Los Angeles Kings,4,+133,+125,-158,-137
5,2023-03-06,Nashville Predators,3,Vancouver Canucks,4,-110,-110,-110,+102
0,2023-03-07,Toronto Maple Leafs,4,New Jersey Devils,3,+105,+115,-125,-134
1,2023-03-07,Columbus Blue Jackets,4,Pittsburgh Penguins,5,+250,+270,-300,-300
2,2023-03-07,Vegas Golden Knights,1,Florida Panthers,2,+125,+150,-145,-155
3,2023-03-07,Philadelphia Flyers,2,Tampa Bay Lightning,5,+245,+265,-295,-295
4,2023-03-07,Carolina Hurricanes,4,Montréal Canadiens,3,-330,-350,+275,+315
5,2023-03-07,Buffalo Sabres,2,New York Islanders,3,+140,+150,-165,-165
6,2023-03-07,Calgary Flames,1,Minnesota Wild,0,+120,+135,-140,-145
7,2023-03-07,San Jose Sharks,0,Colorado Avalanche,6,+265,+300,-320,-340
8,2023-03-07,St. Louis Blues,2,Arizona Coyotes,6,-135,-139,+115,+122
9,2023-03-07,Anaheim Ducks,2,Seattle Kraken,5,+250,+255,-300,-300
0,2023-03-08,Minnesota Wild,4,Winnipeg Jets,2,+105,+125,-125,-130
1,2023-03-08,Chicago Blackhawks,3,Detroit Red Wings,4,+185,+205,-230,-240
2,2023-03-08,Anaheim Ducks,2,Vancouver Canucks,3,+185,+210,-215,-225
0,2023-03-09,Dallas Stars,0,Buffalo Sabres,4,-145,-165,+125,+150
1,2023-03-09,Philadelphia Flyers,0,Carolina Hurricanes,1,+300,+350,-365,-390
2,2023-03-09,Vegas Golden Knights,4,Tampa Bay Lightning,3,+135,+155,-155,-175
3,2023-03-09,New York Rangers,4,Montréal Canadiens,3,-275,-275,+230,+235
4,2023-03-09,New Jersey Devils,3,Washington Capitals,2,-145,-140,+125,+130
5,2023-03-09,New York Islanders,4,Pittsburgh Penguins,3,+115,+126,-135,-140
6,2023-03-09,Edmonton Oilers,3,Boston Bruins,2,+150,+140,-175,-150
7,2023-03-09,San Jose Sharks,2,St. Louis Blues,4,+120,+135,-140,-150
8,2023-03-09,Nashville Predators,1,Arizona Coyotes,4,-170,-175,+145,+160
9,2023-03-09,Los Angeles Kings,5,Colorado Avalanche,2,+140,+140,-165,-160
10,2023-03-09,Ottawa Senators,5,Seattle Kraken,4,+125,+115,-145,-124
0,2023-03-10,Chicago Blackhawks,3,Florida Panthers,4,+290,+375,-375,-450
1,2023-03-10,Anaheim Ducks,3,Calgary Flames,1,+290,+330,-350,-390
0,2023-03-11,Detroit Red Wings,2,Boston Bruins,3,+260,+335,-315,-380
1,2023-03-11,Philadelphia Flyers,1,Pittsburgh Penguins,5,+225,+230,-265,-265
2,2023-03-11,New York Rangers,2,Buffalo Sabres,1,-155,-155,+135,+146
3,2023-03-11,Arizona Coyotes,2,Colorado Avalanche,3,+330,+370,-410,-450
4,2023-03-11,St. Louis Blues,5,Columbus Blue Jackets,2,-115,-125,-105,+115
5,2023-03-11,Chicago Blackhawks,1,Tampa Bay Lightning,3,+400,+400,-500,-490
6,2023-03-11,Edmonton Oilers,4,Toronto Maple Leafs,7,+110,+107,-130,-122
7,2023-03-11,New Jersey Devils,3,Montréal Canadiens,1,-260,-275,+220,+240
8,2023-03-11,Vegas Golden Knights,4,Carolina Hurricanes,0,+160,+190,-190,-210
9,2023-03-11,Winnipeg Jets,5,Florida Panthers,4,+115,+115,-135,-130
10,2023-03-11,Washington Capitals,5,New York Islanders,1,+130,+115,-150,-130
11,2023-03-11,Dallas Stars,4,Seattle Kraken,3,-125,-130,+105,+115
12,2023-03-11,Ottawa Senators,2,Vancouver Canucks,5,-130,-125,+110,+106
13,2023-03-11,Nashville Predators,2,Los Angeles Kings,1,+125,+172,-145,-165
14,2023-03-11,Minnesota Wild,5,San Jose Sharks,2,-190,-165,+160,+146
0,2023-03-12,Boston Bruins,3,Detroit Red Wings,5,-245,-230,+205,+205
1,2023-03-12,New York Rangers,2,Pittsburgh Penguins,3,-115,+120,-105,-120
2,2023-03-12,Vegas Golden Knights,5,St. Louis Blues,3,-185,-140,+150,+125
3,2023-03-12,Winnipeg Jets,3,Tampa Bay Lightning,2,+145,+158,-175,-175
4,2023-03-12,Carolina Hurricanes,0,New Jersey Devils,3,-110,+100,-110,-110
5,2023-03-12,Ottawa Senators,1,Calgary Flames,5,+150,+165,-185,-182
6,2023-03-12,Nashville Predators,5,Anaheim Ducks,4,-165,-155,+140,+140
7,2023-03-12,Minnesota Wild,4,Arizona Coyotes,5,-210,-200,+170,+175
0,2023-03-13,Colorado Avalanche,8,Montréal Canadiens,4,-265,-250,+215,+215
1,2023-03-13,Buffalo Sabres,4,Toronto Maple Leafs,3,+190,+210,-235,-230
2,2023-03-13,Dallas Stars,5,Seattle Kraken,2,-132,-120,+110,+110
0,2023-03-14,Winnipeg Jets,3,Carolina Hurricanes,5,+170,+195,-200,-220
1,2023-03-14,Tampa Bay Lightning,4,New Jersey Devils,1,+110,+130,-130,-132
2,2023-03-14,Montréal Canadiens,6,Pittsburgh Penguins,4,+280,+300,-340,-350
3,2023-03-14,Vegas Golden Knights,5,Philadelphia Flyers,3,-190,-180,+160,+165
4,2023-03-14,Washington Capitals,3,New York Rangers,5,+145,+165,-170,-170
5,2023-03-14,Detroit Red Wings,1,Nashville Predators,2,+140,+130,-165,-140
6,2023-03-14,Boston Bruins,3,Chicago Blackhawks,6,-410,-450,+330,+385
7,2023-03-14,Ottawa Senators,3,Edmonton Oilers,6,+175,+188,-205,-210
8,2023-03-14,Dallas Stars,2,Vancouver Canucks,5,-140,-130,+120,+118
9,2023-03-14,Calgary Flames,3,Arizona Coyotes,4,-225,-250,+190,+215
10,2023-03-14,New York Islanders,2,Los Angeles Kings,5,+125,+122,-145,-125
11,2023-03-14,Columbus Blue Jackets,6,San Jose Sharks,5,+135,+130,-155,-140
0,2023-03-15,Colorado Avalanche,2,Toronto Maple Leafs,1,+120,+125,-140,-140
1,2023-03-15,Buffalo Sabres,4,Washington Capitals,5,+100,+112,-120,-115
2,2023-03-15,Minnesota Wild,8,St. Louis Blues,5,-150,+148,+130,+120
3,2023-03-15,New York Islanders,6,Anaheim Ducks,3,-180,-200,+155,+190
0,2023-03-16,Montréal Canadiens,5,Florida Panthers,9,+250,+290,-300,-330
1,2023-03-16,Tampa Bay Lightning,4,New Jersey Devils,3,+120,+115,-140,-130
2,2023-03-16,Colorado Avalanche,5,Ottawa Senators,4,-170,-115,+145,+540
3,2023-03-16,Pittsburgh Penguins,2,New York Rangers,4,+125,+126,-145,-140
4,2023-03-16,Boston Bruins,3,Winnipeg Jets,0,-170,-155,+145,+135
5,2023-03-16,Chicago Blackhawks,2,Nashville Predators,1,+220,+215,-260,-240
6,2023-03-16,Dallas Stars,1,Edmonton Oilers,4,+100,+140,-120,-150
7,2023-03-16,Vancouver Canucks,2,Arizona Coyotes,3,-145,-150,+125,+140
8,2023-03-16,Calgary Flames,7,Vegas Golden Knights,2,+110,-109,-130,+100
9,2023-03-16,Seattle Kraken,2,San Jose Sharks,1,-165,-170,+140,+155
10,2023-03-16,Columbus Blue Jackets,1,Los Angeles Kings,4,+250,+250,-300,-275
0,2023-03-17,Buffalo Sabres,2,Philadelphia Flyers,5,-130,-135,+110,+117
1,2023-03-17,Carolina Hurricanes,2,Toronto Maple Leafs,5,+110,+105,-130,-120
2,2023-03-17,St. Louis Blues,5,Washington Capitals,2,+140,+160,-165,-170
3,2023-03-17,Columbus Blue Jackets,4,Anaheim Ducks,7,+110,+105,-130,-115
0,2023-03-18,Colorado Avalanche,5,Detroit Red Wings,1,-200,-175,+164,+158
1,2023-03-18,Boston Bruins,5,Minnesota Wild,2,-152,-150,+126,+140
2,2023-03-18,Winnipeg Jets,3,Nashville Predators,2,-132,-136,+110,+125
3,2023-03-18,Edmonton Oilers,6,Seattle Kraken,4,-133,-130,+111,+125
4,2023-03-18,Carolina Hurricanes,5,Philadelphia Flyers,4,-195,-235,+165,+210
5,2023-03-18,New Jersey Devils,2,Florida Panthers,4,-105,+105,-115,-115
6,2023-03-18,Montréal Canadiens,3,Tampa Bay Lightning,5,+300,+285,-365,-295
7,2023-03-18,Toronto Maple Leafs,5,Ottawa Senators,4,-140,-130,+120,+122
8,2023-03-18,Pittsburgh Penguins,0,New York Rangers,6,+125,+130,-145,-145
9,2023-03-18,Vancouver Canucks,3,Los Angeles Kings,2,+160,+165,-190,-185
10,2023-03-18,Dallas Stars,6,Calgary Flames,5,+105,+120,-125,-126
11,2023-03-18,Chicago Blackhawks,2,Arizona Coyotes,4,+130,+128,-150,-145
12,2023-03-18,New York Islanders,4,San Jose Sharks,1,-170,-180,+145,+160
0,2023-03-19,Boston Bruins,7,Buffalo Sabres,0,-175,-170,+150,+155
1,2023-03-19,Washington Capitals,3,Minnesota Wild,5,+135,+130,-155,-140
2,2023-03-19,Columbus Blue Jackets,2,Vegas Golden Knights,7,+260,+265,-315,-315
3,2023-03-19,Nashville Predators,0,New York Rangers,7,+160,+220,-190,-230
4,2023-03-19,Winnipeg Jets,0,St. Louis Blues,3,-125,-130,+105,+122
5,2023-03-19,New Jersey Devils,5,Tampa Bay Lightning,2,+120,+110,-140,-115
6,2023-03-19,Vancouver Canucks,2,Anaheim Ducks,1,-125,-130,+105,+116
0,2023-03-20,Ottawa Senators,2,Pittsburgh Penguins,1,+140,+150,-165,-160
1,2023-03-20,Florida Panthers,5,Detroit Red Wings,2,-170,-190,+142,+175
2,2023-03-20,Chicago Blackhawks,0,Colorado Avalanche,5,+350,+330,-435,-390
3,2023-03-20,San Jose Sharks,4,Edmonton Oilers,5,+255,+285,-305,-315
4,2023-03-20,Calgary Flames,2,Los Angeles Kings,8,-105,-110,-115,-102
0,2023-03-21,Ottawa Senators,1,Boston Bruins,2,+225,+255,-280,-295
1,2023-03-21,Minnesota Wild,2,New Jersey Devils,1,+140,+155,-165,-175
2,2023-03-21,Columbus Blue Jackets,7,Washington Capitals,6,+220,+210,-260,-230
3,2023-03-21,Florida Panthers,3,Philadelphia Flyers,6,-170,-155,+145,+150
4,2023-03-21,Nashville Predators,7,Buffalo Sabres,3,+115,+140,-135,-155
5,2023-03-21,Tampa Bay Lightning,2,Montréal Canadiens,3,-275,-245,+220,+230
6,2023-03-21,Carolina Hurricanes,3,New York Rangers,2,-110,+105,-110,-110
7,2023-03-21,Toronto Maple Leafs,2,New York Islanders,7,-115,-114,-105,+105
8,2023-03-21,Detroit Red Wings,3,St. Louis Blues,2,+115,+135,-135,-143
9,2023-03-21,Arizona Coyotes,1,Winnipeg Jets,2,+205,+265,-255,-295
10,2023-03-21,Seattle Kraken,5,Dallas Stars,4,+135,+145,-160,-162
11,2023-03-21,Calgary Flames,5,Anaheim Ducks,1,-200,-215,+165,+195
12,2023-03-21,Vegas Golden Knights,4,Vancouver Canucks,3,-145,-130,+125,+118
0,2023-03-22,Pittsburgh Penguins,5,Colorado Avalanche,2,+145,+138,-170,-145
1,2023-03-22,Arizona Coyotes,3,Edmonton Oilers,4,+340,+385,-425,-480
